"","NC1","NC2","NC3","SF1","SF2","SF3","SN1","SN2","SN3","10","11","12","13"
"Group","NC","NC","NC","SF","SF","SF","SN","SN","SN","AOV p-value","AOV F-value","KWT p-value","KWT Chi-squared"
"X1747.938506","71.248053","83.800815","79.342921","98.985661","98.233764","97.885989","93.036073","94.59424","94.7556","0.00128726603780967","24.5781513658618","0.0273237224472925","7.2"
"X1749.374774","71.602828","83.976558","79.593094","98.983609","98.236991","97.885159","93.151112","94.690087","94.758658","0.00127300701301732","24.6807374431347","0.0273237224472925","7.2"
"X1750.811043","71.948491","84.148773","79.838469","98.981897","98.239725","97.883771","93.26044","94.780882","94.760294","0.00126071966171326","24.7703751106858","0.0273237224472925","7.2"
"X1752.247311","72.284194","84.316644","80.077786","98.980558","98.241832","97.881456","93.364038","94.865661","94.759809","0.00125007976041235","24.8489406828101","0.0273237224472925","7.2"
"X1753.683579","72.608777","84.479746","80.310545","98.979554","98.243273","97.87815","93.460073","94.943812","94.756716","0.00124149439293272","24.9129883231952","0.0273237224472925","7.2"
"X1755.119848","72.919258","84.635879","80.531164","98.978308","98.243097","97.876073","93.55719","95.021082","94.755603","0.00123251596268962","24.9806030589848","0.0273237224472925","7.2"
"X1756.556116","73.226143","84.791255","80.753017","98.978633","98.243841","97.870302","93.639292","95.086458","94.746836","0.00122741649437222","25.0192992557615","0.0273237224472925","7.2"
"X1757.992384","73.525346","84.942365","80.966968","98.978371","98.243556","97.864297","93.718037","95.148266","94.737184","0.00122225455202537","25.0586884519477","0.0273237224472925","7.2"
"X1759.428652","73.810695","85.087212","81.170215","98.977552","98.242109","97.858635","93.791318","95.205713","94.726995","0.00121819449634365","25.0898256560927","0.0273237224472925","7.2"
"X1760.864921","74.08467","85.226947","81.364597","98.976133","98.239299","97.853347","93.859727","95.258414","94.716184","0.00121513163552761","25.1134069258296","0.0273237224472925","7.2"
"X1762.301189","74.344879","85.360904","81.548716","98.974013","98.235154","97.848514","93.92332","95.306981","94.704599","0.0012134502856336","25.1263855261784","0.0273237224472925","7.2"
"X1763.737457","74.59339","85.489671","81.722841","98.971086","98.229743","97.843883","93.982866","95.351491","94.692063","0.00121252867212602","25.1335097816605","0.0273237224472925","7.2"
"X1765.173726","74.826553","85.612361","81.885882","98.967456","98.223295","97.839264","94.035984","95.390426","94.677966","0.00121357613206567","25.125413268092","0.0273237224472925","7.2"
"X1766.609994","75.091634","85.749416","82.068263","98.965353","98.221206","97.838464","94.108704","95.447812","94.674526","0.00120995747104455","25.1534239063139","0.0273237224472925","7.2"
"X1768.046262","75.31101","85.866836","82.222384","98.963278","98.217801","97.833222","94.161907","95.48667","94.663058","0.00121241245505005","25.1344086753676","0.0273237224472925","7.2"
"X1769.48253","75.546609","85.990785","82.383284","98.958419","98.212159","97.831421","94.221142","95.532831","94.656229","0.00121208471202251","25.1369442586802","0.0273237224472925","7.2"
"X1770.918799","75.77276","86.110508","82.537861","98.953823","98.207054","97.829368","94.278541","95.577385","94.649823","0.00121252891118695","25.133507932736","0.0273237224472925","7.2"
"X1772.355067","75.988555","86.22598","82.685876","98.949409","98.202452","97.827019","94.33388","95.619323","94.643384","0.00121416470147152","25.1208679118477","0.0273237224472925","7.2"
"X1773.791335","76.196421","86.33765","82.828382","98.945185","98.198258","97.824284","94.38884","95.660138","94.637021","0.00121621531936726","25.1050544854145","0.0273237224472925","7.2"
"X1775.227604","76.395541","86.445231","82.963393","98.940985","98.193987","97.821241","94.443693","95.699882","94.630992","0.00121838847344404","25.0883348693585","0.0273237224472925","7.2"
"X1776.663872","76.596726","86.554724","83.103267","98.938384","98.191195","97.814719","94.487688","95.73177","94.618889","0.00122404711398563","25.0449848644719","0.0273237224472925","7.2"
"X1778.10014","76.788316","86.65843","83.23069","98.934885","98.18575","97.812064","94.541376","95.769368","94.612477","0.00122627084432144","25.0280222662123","0.0273237224472925","7.2"
"X1779.536409","76.972387","86.760067","83.357825","98.932612","98.18251","97.804751","94.582965","95.799367","94.602238","0.00123306129480266","24.9764775621579","0.0273237224472925","7.2"
"X1780.972677","77.151354","86.859339","83.48181","98.930243","98.179149","97.797292","94.623973","95.828678","94.592088","0.00124053281583889","24.9201985471293","0.0273237224472925","7.2"
"X1782.408945","77.322065","86.955131","83.600624","98.927946","98.175774","97.789717","94.663934","95.857165","94.581991","0.00124910178187599","24.8562068537819","0.0273237224472925","7.2"
"X1783.845213","77.485741","87.047815","83.714708","98.925722","98.172374","97.781814","94.702237","95.883956","94.571497","0.0012585934734031","24.7860041522456","0.0273237224472925","7.2"
"X1785.281482","77.642921","87.137178","83.823935","98.923688","98.169309","97.773524","94.739175","95.909975","94.560486","0.00126852283604563","24.7133158482688","0.0273237224472925","7.2"
"X1786.71775","77.7942","87.22346","83.929169","98.922007","98.166664","97.764773","94.775133","95.935389","94.54914","0.00127893460610432","24.6379064038732","0.0273237224472925","7.2"
"X1788.154018","77.937548","87.306677","84.030582","98.920649","98.164389","97.755743","94.808082","95.958896","94.53706","0.00129122921296874","24.5499072048328","0.0273237224472925","7.2"
"X1789.590287","78.104329","87.399103","84.143505","98.916941","98.16016","97.75093","94.849815","95.99217","94.529767","0.00129945387994727","24.4916600300979","0.0273237224472925","7.2"
"X1791.026555","78.253007","87.484572","84.246802","98.914901","98.157403","97.744846","94.886481","96.019904","94.520331","0.00131098329432829","24.4108310110318","0.0273237224472925","7.2"
"X1792.462823","78.398554","87.569486","84.348447","98.912966","98.154707","97.739882","94.924136","96.047542","94.511433","0.00132357036365671","24.3236623527936","0.0273237224472925","7.2"
"X1793.899091","78.541077","87.652955","84.447149","98.910958","98.151739","97.735905","94.962763","96.075359","94.503027","0.00133614558384937","24.2376725505581","0.0273237224472925","7.2"
"X1795.33536","78.670393","87.729695","84.53826","98.908221","98.146112","97.732351","94.996386","96.096786","94.496376","0.00134939641712589","24.1482227449614","0.0273237224472925","7.2"
"X1796.771628","78.818983","87.812316","84.633856","98.906091","98.142533","97.729826","95.038812","96.129874","94.48971","0.00135704808796163","24.0971017570498","0.0273237224472925","7.2"
"X1798.207896","78.961376","87.89896","84.731678","98.904306","98.138501","97.729032","95.079148","96.160757","94.481792","0.00137328313246118","23.9898969335255","0.0273237224472925","7.2"
"X1799.644165","79.101599","87.985478","84.833563","98.903789","98.136857","97.724496","95.107851","96.184374","94.471072","0.0013941624684965","23.8544827861651","0.0273237224472925","7.2"
"X1801.080433","79.240454","88.06937","84.932077","98.902754","98.134016","97.722475","95.142389","96.210959","94.463573","0.0014120469982719","23.7406239990216","0.0273237224472925","7.2"
"X1802.516701","79.374077","88.149906","85.027061","98.901591","98.130974","97.720256","95.174766","96.235604","94.456681","0.00142982834927414","23.6293124570243","0.0273237224472925","7.2"
"X1803.952969","79.504743","88.228111","85.120014","98.900588","98.127678","97.71779","95.206025","96.258565","94.448742","0.00144767381350842","23.5194399685795","0.0273237224472925","7.2"
"X1805.389238","79.634448","88.30378","85.211286","98.899988","98.124141","97.715139","95.236987","96.28137","94.444199","0.00146316624873881","23.425509114539","0.0273237224472925","7.2"
"X1806.825506","79.760811","88.376923","85.300484","98.899776","98.120133","97.71214","95.26621","96.302223","94.439337","0.00147855385920844","23.3335173659267","0.0273237224472925","7.2"
"X1808.261774","79.883568","88.448188","85.388493","98.900014","98.115729","97.708812","95.294336","96.321605","94.434133","0.00149494403172294","23.236925583269","0.0273237224472925","7.2"
"X1809.698043","80.001972","88.517201","85.474886","98.900694","98.11096","97.705292","95.322429","96.339756","94.429197","0.00151212595060329","23.1371722009571","0.0273237224472925","7.2"
"X1811.134311","80.115051","88.583289","85.558021","98.901468","98.105523","97.701416","95.348607","96.355173","94.423892","0.00152973442728402","23.0364982856977","0.0273237224472925","7.2"
"X1812.570579","80.225264","88.647209","85.638479","98.901957","98.099336","97.697292","95.375566","96.369739","94.419024","0.00154672389472873","22.9408173868938","0.0273237224472925","7.2"
"X1814.006847","80.330167","88.707664","85.713926","98.901834","98.092197","97.692633","95.400419","96.381994","94.413859","0.00156297074247825","22.8506204908812","0.0273237224472925","7.2"
"X1815.443116","80.432772","88.765803","85.787204","98.901121","98.084137","97.687465","95.424022","96.392788","94.408753","0.00157836650406235","22.7662946859499","0.0273237224472925","7.2"
"X1816.879384","80.552528","88.831585","85.867059","98.900943","98.079068","97.682488","95.455132","96.413955","94.401225","0.00159279841168809","22.6882380264511","0.0273237224472925","7.2"
"X1818.315652","80.657233","88.896334","85.945462","98.900415","98.072772","97.677682","95.478764","96.426677","94.392011","0.00161790680348089","22.5546588530342","0.0273237224472925","7.2"
"X1819.751921","80.763995","88.957527","86.020791","98.899508","98.066886","97.672263","95.503584","96.440235","94.383946","0.00163679155927081","22.4559980555561","0.0273237224472925","7.2"
"X1821.188189","80.870384","89.017568","86.094431","98.897956","98.06145","97.66636","95.529376","96.454425","94.375517","0.00165483352355356","22.3631477306669","0.0273237224472925","7.2"
"X1822.624457","80.973754","89.076639","86.16632","98.895642","98.056294","97.660012","95.553183","96.467457","94.365927","0.00167453499793326","22.263286376906","0.0273237224472925","7.2"
"X1824.060725","81.078026","89.135562","86.240272","98.89276","98.052419","97.652773","95.583282","96.484716","94.357226","0.00169495157616703","22.1614398448288","0.0273237224472925","7.2"
"X1825.496994","81.180136","89.194185","86.311515","98.889858","98.047115","97.646891","95.604922","96.497329","94.349242","0.00171564550656697","22.059865495927","0.0273237224472925","7.2"
"X1826.933262","81.280264","89.252732","86.382966","98.886764","98.042325","97.640895","95.626727","96.509904","94.339312","0.00173936245726158","21.9454431837581","0.0273237224472925","7.2"
"X1828.36953","81.37875","89.311378","86.454844","98.883606","98.038159","97.634877","95.649814","96.523402","94.329334","0.00176561759206109","21.8211770416179","0.0273237224472925","7.2"
"X1829.805799","81.465693","89.362568","86.520104","98.881998","98.03304","97.627772","95.666315","96.53213","94.319981","0.00179038905925459","21.706171376798","0.0273237224472925","7.2"
"X1831.242067","81.578167","89.424655","86.593763","98.877735","98.03048","97.620959","95.693613","96.546829","94.311526","0.00181033963522225","21.6150790463743","0.0273237224472925","7.2"
"X1832.678335","81.675827","89.486273","86.669174","98.872675","98.029017","97.616766","95.72423","96.565763","94.302006","0.00184477119926697","21.4609743072243","0.0273237224472925","7.2"
"X1834.114603","81.771474","89.546293","86.741821","98.867956","98.027268","97.611852","95.752332","96.582936","94.292809","0.001878823348339","21.312293980763","0.0273237224472925","7.2"
"X1835.550872","81.869388","89.605746","86.814441","98.863884","98.025446","97.606528","95.780608","96.600571","94.284804","0.00191093113319336","21.1753577395565","0.0273237224472925","7.2"
"X1836.98714","81.965369","89.662833","86.885024","98.860767","98.023627","97.600538","95.807126","96.617403","94.277408","0.00194163349127293","21.0472546947443","0.0273237224472925","7.2"
"X1838.423408","82.061754","89.718634","86.954801","98.858371","98.021829","97.593965","95.832641","96.63353","94.270877","0.00197048918794467","20.9292949412388","0.0273237224472925","7.2"
"X1839.859677","82.158237","89.773586","87.023166","98.856403","98.019986","97.586867","95.857502","96.649547","94.264979","0.00199818763664144","20.8182124964044","0.0273237224472925","7.2"
"X1841.295945","82.238169","89.820719","87.080292","98.853231","98.017449","97.580265","95.876175","96.66035","94.257898","0.00202556083266376","20.710433329018","0.0273237224472925","7.2"
"X1842.732213","82.340271","89.876943","87.151093","98.853353","98.015107","97.571818","95.900609","96.677179","94.253034","0.00205295619091639","20.6044939475816","0.0273237224472925","7.2"
"X1844.168481","82.438451","89.93042","87.219348","98.854163","98.012205","97.563287","95.924646","96.693869","94.248589","0.00207982101894796","20.5024209388717","0.0273237224472925","7.2"
"X1845.60475","82.526518","89.980747","87.280584","98.855718","98.006861","97.555888","95.935476","96.7013","94.241544","0.00210877568991648","20.3943576967144","0.0273237224472925","7.2"
"X1847.041018","82.613172","90.029058","87.341261","98.857151","98.001948","97.547744","95.949648","96.711008","94.235596","0.00213685050576625","20.2914508149532","0.0273237224472925","7.2"
"X1848.477286","82.692307","90.074238","87.396699","98.858327","97.996486","97.539677","95.959762","96.717765","94.22936","0.00216535613452709","20.1887929682629","0.0273237224472925","7.2"
